Avg Year,Type,Avg Deaths,,0
2004,Interstate,21988.66667,,
2009.666667,Interstate,67964.33333,,
2001.333333,Interstate,49676.66667,,
2005.666667,Interstate,53350.66667,,
2006.666667,Interstate,41012,,
2008.666667,Interstate,328592.6667,,
2006.333333,Interstate,50874.33333,,
2009,Interstate,44727,,
2009,Interstate,76029.66667,,
2000.666667,Interstate,30905.33333,,
2010.333333,Interstate,90293.66667,,
2014,Interstate,107828.3333,,
2007.333333,Interstate,44521.66667,,
2015,Interstate,94574,,
1999.333333,Intrastate,54519.66667,,
1994.666667,Interstate,290704.3333,,
1996.333333,Interstate,45789.66667,,
2013,Interstate,56174,,
2009,Interstate,50465.33333,,
2007,Interstate,41493.33333,,
1992.666667,Interstate,47278.66667,,
2008,Interstate,80871.33333,,
1999.666667,Interstate,70198.33333,,
2007,Interstate,85859.33333,,
2003.333333,Interstate,45605.33333,,
2007.666667,Interstate,37664.33333,,
2000.666667,Interstate,34308.66667,,
2002.333333,Interstate,299046.3333,,
1999.333333,Interstate,273827,,
2009.666667,Interstate,90112,,
1998,Interstate,39354,,
2004.666667,Interstate,54772.33333,,
2010,Interstate,37544.33333,,
2000.333333,Interstate,28559.33333,,
2008,Interstate,34954.66667,,
2013.333333,Interstate,92989.66667,,
2017.666667,Interstate,125194,,
2007,Interstate,37925.33333,,
2009,Interstate,101206.3333,,
2011.333333,Interstate,49295.66667,,
2015,Interstate,103387.3333,,
2002.666667,Interstate,22734,,
2015,Interstate,57664,,
1996.666667,Interstate,36891,,
2009.666667,Interstate,114326,,
2014.333333,Interstate,56964,,
1998.666667,Interstate,284394,,
1992.666667,Interstate,290212.6667,,
2013.666667,Interstate,73048.33333,,
2010.333333,Interstate,68344.66667,,
2017,Interstate,83105,,
2004,Interstate,58697.66667,,
2003.333333,Interstate,58837,,
2001,Interstate,55711.66667,,
2012,Interstate,77797.66667,,
2014.333333,Interstate,53784,,
2011,Interstate,36137.66667,,
2005,Interstate,291446.3333,,
2007.333333,Interstate,90646.66667,,
2004.333333,Interstate,52739.33333,,
1998.666667,Interstate,82827.33333,,
2015,Interstate,91185.33333,,
2008.666667,Interstate,126710,,
2012.666667,Interstate,38121.33333,,
2008.666667,Interstate,127659.3333,,
2012,Interstate,75244.66667,,
2008.666667,Interstate,54739.66667,,
2000.333333,Interstate,277833,,
1999.333333,One-sided violence,526818,,
2010,Interstate,32269.66667,,
2010.666667,Interstate,39902,,
2005,Interstate,26271.66667,,
2001.666667,Interstate,278395.3333,,
1997.333333,Interstate,36364,,
2015,Interstate,48008,,
2007.333333,Interstate,48669.33333,,
1991.666667,Interstate,46468,,
1991.333333,Interstate,50085.66667,,
2003.666667,Interstate,50761,,
2009.333333,Interstate,61185.66667,,
2008.666667,Interstate,38289.66667,,
2013.666667,Interstate,104078,,
2007.333333,Interstate,73426.33333,,
2002.666667,Interstate,18398.66667,,
2010,Interstate,74743,,
1999.333333,Interstate,307195.3333,,
1996.666667,Interstate,37704.66667,,
2015.333333,Interstate,110779,,
2014,Interstate,98232.33333,,
1998.333333,Interstate,278680,,
2018.333333,Interstate,115624.3333,,
1995.666667,Intrastate,39735,,
2004,Interstate,45747.33333,,
2004.666667,Interstate,32002,,
2007,Interstate,44690.33333,,
1999.666667,Interstate,31224.33333,,
1995.666667,Interstate,47745.33333,,
2008.666667,Interstate,78908,,
2012,Interstate,70928.33333,,
2010.333333,Interstate,114748.6667,,
2011.666667,Interstate,105293.3333,,
2008,Interstate,285635.3333,,
2006.333333,Interstate,51766,,
1999,Interstate,49549.33333,,
2007,Interstate,58728,,
1998.333333,Interstate,43433.33333,,
2002.333333,Intrastate,96487.33333,,
2009,Interstate,37057.33333,,
2005.666667,Interstate,290405.3333,,
2012.666667,Interstate,57602.66667,,
2015,Interstate,103387.3333,,
2010,Interstate,50693,,
2004,Interstate,46634.33333,,
2003.333333,Interstate,41349.33333,,
2018.333333,Interstate,66344.66667,,
2003,Interstate,57345.33333,,
2014.666667,Interstate,57928,,
2009.666667,Interstate,43551.33333,,
2012,Interstate,294506,,
1996.333333,Interstate,45447.66667,,
2011.333333,Interstate,113330,,
2008,Interstate,40287.33333,,
2017,Interstate,76062.33333,,
2005,Interstate,43438.33333,,
2011.666667,Interstate,98044,,
2016.666667,Interstate,82939.66667,,
2006.666667,Interstate,51854,,
2006.333333,Interstate,38765.66667,,
2009.666667,Interstate,70542,,
2009.666667,Interstate,47241,,
2011.666667,Interstate,74645.66667,,
2004,Interstate,29887,,
2000,Intrastate,67501.66667,,
2002,Interstate,275626.6667,,
2008.333333,Interstate,73107.33333,,
2005.333333,Interstate,59686.66667,,
1995.333333,Interstate,56113.66667,,
2008.333333,Interstate,82959,,
2004.666667,Interstate,32658,,
1995.666667,Interstate,39155.66667,,
2007,Interstate,298261.3333,,
2000.666667,Interstate,34459.66667,,
2001.333333,Interstate,283665.3333,,
2003.333333,Interstate,91486.66667,,
1997,Interstate,36280.33333,,
2012.333333,Interstate,65869,,
2001,Interstate,110712.6667,,
1999,Interstate,45682,,
1994.333333,Interstate,46360.33333,,
1996.333333,Interstate,40999.66667,,
2015.333333,Interstate,67392.66667,,
2004,Interstate,43347,,
2000.333333,Interstate,39160,,
2007.333333,Interstate,41569,,
2002.666667,Interstate,275479,,
2011.666667,Interstate,62735.66667,,
2002.666667,Interstate,18398.66667,,
2014.333333,Interstate,106710.3333,,
1998.333333,Interstate,81190.66667,,
2005.333333,Interstate,63450,,
1998.333333,Interstate,39555.33333,,
2003.333333,Interstate,290953.3333,,
2014.666667,Interstate,107291.6667,,
1999,Interstate,34578.66667,,
2005.666667,Interstate,86512.33333,,
2010,Interstate,21088,,
2008,Interstate,39074.33333,,
2008,Interstate,22614,,
2001.333333,Interstate,25605,,
2000,Interstate,61150.66667,,
2000.333333,Interstate,33740,,
2016.666667,Interstate,49910.66667,,
2011.333333,Interstate,28470.33333,,
2018.333333,Interstate,74094.66667,,
2012,Interstate,345733,,
2001.333333,Interstate,64937.33333,,
1997,Interstate,47066.33333,,
2010.666667,Interstate,49758,,
2008.333333,Interstate,43737.66667,,
2003.666667,Interstate,104114.6667,,
1996.666667,Interstate,289604.3333,,
2014,Interstate,102580.3333,,
2005.666667,Interstate,46006,,
2013.333333,Interstate,141859.6667,,
2012.333333,Interstate,36142.66667,,
2015,Interstate,33920.66667,,
2011.333333,Interstate,44771,,
2013,Interstate,54326.33333,,
2012.333333,Interstate,88809.33333,,
2003.333333,Interstate,97977,,
2001,Interstate,59930.66667,,
2004.666667,Interstate,279779,,
2009.666667,Interstate,82366.33333,,
1998.666667,Interstate,71725,,
1997.333333,Interstate,51219.33333,,
2006,Interstate,20122,,
2001.333333,Interstate,47667.66667,,
2001,Interstate,28409,,
1994,Interstate,43342,,
2006.666667,Interstate,57602.66667,,
2015,Interstate,45209,,
2010,Interstate,59533.33333,,
2007,Interstate,40005.66667,,
2004.333333,Interstate,47191.33333,,
2005,Interstate,50367.33333,,
2014,Interstate,144233.6667,,
2016,Interstate,90289.66667,,
2004.333333,Interstate,30679.33333,,
2016.333333,Interstate,143797.3333,,
2019.333333,Interstate,102150.3333,,
1994,Interstate,57428,,
2007,Interstate,52592.33333,,
2002.666667,Interstate,53100,,
1994,Interstate,60931.66667,,
1996,Interstate,47496.33333,,
2002.333333,Interstate,307651,,
2010.666667,Interstate,29427.66667,,
2010.666667,Interstate,350355.3333,,
2012,Interstate,41306,,
2009.333333,Interstate,23614.66667,,
2006.333333,Interstate,40815.33333,,
2007,Interstate,17652,,
2012,Interstate,60328.33333,,
2004.666667,Interstate,62061.66667,,
2003.666667,Interstate,92010.33333,,
2012.666667,Interstate,63910,,
2008.666667,Interstate,308436.6667,,
2011.666667,Interstate,30993,,
2003,Interstate,96340.33333,,
2000.333333,Interstate,66506.33333,,
1997.666667,Interstate,33657.66667,,
2009.666667,Interstate,61954.33333,,
2006,Interstate,27082.33333,,
2001.333333,Interstate,35603.33333,,
2014.333333,Interstate,99805.66667,,
1999.333333,Interstate,272284,,
2009,Interstate,47315.33333,,
2003.333333,Interstate,108968.3333,,
1999.666667,Interstate,24997,,
2008.333333,Interstate,78742.66667,,
2009.333333,Interstate,55815.33333,,
1991.666667,Interstate,47281.66667,,
2005.666667,Interstate,53025.33333,,
1997.333333,Interstate,35919,,
2008.666667,Interstate,41428.33333,,
2002.666667,Interstate,42662.66667,,
2004,Interstate,291022,,
1992.333333,Interstate,293830.3333,,
2010,Interstate,78617.66667,,
2006.666667,Interstate,61217,,
2005.666667,Interstate,58441,,
2005.333333,Interstate,29473.33333,,
2009.333333,Interstate,55614,,
2011.666667,Interstate,59139.66667,,
1998.666667,Interstate,37273,,
2004,Interstate,20085.33333,,
2008.666667,Interstate,42989,,
2006.333333,Interstate,44733.33333,,
1998.666667,Interstate,43703.33333,,
2011,Interstate,79668,,
2015,Interstate,39619,,
2000,Interstate,276512.3333,,
2000.666667,Interstate,50042.66667,,
1998.666667,Interstate,41534,,
2001.666667,Interstate,30670.33333,,
2005,Interstate,284251.6667,,
2008.666667,Interstate,34294.33333,,
2006.333333,Interstate,37022.33333,,
2006.666667,Interstate,18440.66667,,
2015.333333,Interstate,51962.33333,,
2005.666667,Interstate,54483.66667,,
2009.333333,Interstate,65182.66667,,
1997.333333,Interstate,29578.33333,,
2002,Interstate,36739.33333,,
2015.333333,Interstate,86272,,
2007.333333,Interstate,45219,,
2003.666667,Interstate,49689.66667,,
1994.333333,Interstate,49519.66667,,
2011.666667,Interstate,350586.6667,,
2011.333333,Interstate,108862.3333,,
2001,Interstate,32266,,
1997.333333,Interstate,289534.3333,,
2013,Interstate,103368.3333,,
2003.333333,Interstate,290953.3333,,
2009.666667,Interstate,50317.66667,,
2014.333333,Interstate,53784,,
2013,Interstate,35159.33333,,
2008.666667,Interstate,334767,,
2007,Interstate,47348.66667,,
2013.333333,Interstate,54918.33333,,
2007.333333,Interstate,41449.33333,,
2003,Interstate,53620.66667,,
2012.666667,Interstate,95127.66667,,
2007,Interstate,283661.3333,,
2016.666667,Interstate,92824,,
2010.333333,Interstate,64584.33333,,
2000,Interstate,44426,,
2008.333333,Interstate,41605.33333,,
2004.333333,Interstate,48690.33333,,
2014,Interstate,96767,,
1995.666667,Interstate,42464.33333,,
2014.666667,Interstate,95901.33333,,
2009.333333,Interstate,42230.66667,,
2002.666667,Interstate,29834.33333,,
2009,Interstate,26448.33333,,
2008.333333,Interstate,53650,,
1993.666667,Interstate,48205.33333,,
2004.333333,Interstate,48030.66667,,
2003,Interstate,47277.33333,,
2010.666667,Interstate,112242.3333,,
1999.666667,Interstate,47777.33333,,
2002.666667,Interstate,25799,,
2004.333333,Interstate,17589,,
2002.333333,Interstate,28295.33333,,
2017.666667,Interstate,94188.66667,,
2016,Interstate,129884.3333,,
2002.666667,Interstate,96522,,
1997.666667,Interstate,36572,,
2002,Interstate,41640,,
2010,Interstate,70726.33333,,
2013,Interstate,63979.33333,,
2007,Interstate,51351,,
2007,Interstate,68349.66667,,
2000.333333,Interstate,32101,,
1999,Interstate,62283.33333,,
2005.666667,Interstate,91032,,
2005.333333,Interstate,48002,,
2014.333333,Interstate,92153.66667,,
2008,Interstate,82718.33333,,
2012.666667,Interstate,49125.33333,,
2001.666667,Interstate,30763,,
2011.666667,Interstate,350586.6667,,
2004.333333,Interstate,29617.66667,,
2014.666667,Interstate,64378.33333,,
2007.666667,Interstate,70072,,
2010.666667,Interstate,85440,,
2007.333333,Interstate,47162.33333,,
2012.333333,Interstate,62721.33333,,
1999,Interstate,27372,,
1999.666667,Interstate,37983.66667,,
2001.333333,Interstate,33518.66667,,
2004,Interstate,63935,,
1997.333333,Interstate,280944.6667,,
2004,Interstate,26381,,
2012.333333,Interstate,76565.33333,,
2006,Interstate,43202,,
2010.666667,Interstate,43619,,
1999,Interstate,31891.66667,,
2001.666667,Interstate,95605,,
2012,Interstate,104709.6667,,
2003,Interstate,30903.66667,,
2004.666667,Interstate,54900.33333,,
2006.333333,Interstate,283858,,
2012.333333,Interstate,54827,,
2005.666667,Interstate,45346.66667,,
2011,Interstate,55198.66667,,
2006.666667,Interstate,49613.33333,,
1997.666667,Interstate,38197.33333,,
2006,Interstate,47735,,
2002.666667,Interstate,92261,,
2001.666667,One-sided violence,543727,,
2001.333333,Interstate,36813.66667,,
2016,Interstate,45440.33333,,
2005,Interstate,25047.33333,,
2011.333333,Interstate,102965.6667,,
2000.333333,Interstate,30712,,
2006,Interstate,49587,,
2003,Interstate,61431,,
2005,Interstate,46963.33333,,
2012,Interstate,60905.66667,,
1992.666667,Interstate,56221.33333,,
2002.333333,Interstate,58023,,
2005.333333,Interstate,20323.66667,,
2007.666667,Interstate,32165.33333,,
2006.333333,Interstate,31875.33333,,
2005.666667,Interstate,39376,,
2005,Interstate,82110,,
2012,Interstate,104640.3333,,
2007.333333,Interstate,34464.66667,,
2008.333333,Interstate,309282.3333,,
2013.333333,Interstate,92796.66667,,
2013,Interstate,81000.66667,,
2007,Interstate,19761.33333,,
2007,Interstate,53180.33333,,
2007.666667,Interstate,41570.66667,,
2009.666667,Interstate,92820.33333,,
2000.333333,Interstate,55070.33333,,
2005,Interstate,73391,,
2002.333333,Interstate,63874,,
2004.333333,Interstate,55893.66667,,
2011.333333,Interstate,28470.33333,,
2004,Interstate,28700.66667,,
2016.333333,Interstate,100036,,
2004.666667,Interstate,40909.33333,,
2006,Interstate,53766,,
2016.666667,Interstate,48188.33333,,
2001.333333,Interstate,40489.33333,,
2015.666667,Interstate,83457.66667,,
2020,Interstate,72509,,
2006.333333,Interstate,61252,,
1998.666667,Interstate,37570.66667,,
2011,Interstate,41612.66667,,
2008.333333,Interstate,78742.66667,,
2005.333333,Interstate,54798.66667,,
1998,Interstate,56854.33333,,
2006,Interstate,47674.33333,,
2008.666667,Interstate,38088.33333,,
2010.333333,Interstate,99892,,
2007,Interstate,99607.33333,,
2006.666667,Interstate,53975.33333,,
2005.333333,Interstate,86421.66667,,
2004.333333,Interstate,57606.66667,,
2008.333333,Interstate,36143.33333,,
2004.333333,Interstate,35282.33333,,
2002,Interstate,26756.33333,,
2016.666667,Interstate,82939.66667,,
2004.333333,Interstate,40185.33333,,
2006,Interstate,40014.33333,,
2000,Interstate,63982.33333,,
2015.333333,Interstate,61216,,
2011.666667,Interstate,35329.66667,,
2001.666667,Interstate,300213.6667,,
2005.666667,Interstate,85691.66667,,
2000,Interstate,28016.66667,,
2001.666667,Interstate,29554.66667,,
2003.333333,Interstate,29126,,
2009.333333,Interstate,75181.66667,,
2012,Interstate,75227,,
2004,Interstate,86095,,
2017.666667,Interstate,95278,,
2013.333333,Interstate,60733,,
2004,Interstate,26381,,
2005,Interstate,343158.6667,,
2013,Interstate,92083.66667,,
1999.666667,Interstate,36032,,
2002.333333,Interstate,94885.33333,,
1997.666667,Interstate,35817.33333,,
1996,Intrastate,42119,,
2011.666667,Interstate,48791.66667,,
2015.666667,Interstate,89888.66667,,
2003.666667,Interstate,336005.6667,,
1994.666667,Intrastate,42988.33333,,
2004.333333,Interstate,47191.33333,,
2010,Interstate,68550.66667,,
2010.333333,Interstate,48335,,
1996.333333,Interstate,285525,,
2001.666667,Interstate,51133.66667,,
2007.333333,Interstate,48985.33333,,
2005.666667,Interstate,91032,,
2011.333333,Interstate,51995,,
2016.333333,Interstate,85338,,
2014.666667,Interstate,135574,,
2010,Interstate,61566,,
2011.333333,Interstate,108862.3333,,
2008,Interstate,88291.66667,,
2013.333333,Interstate,57900.66667,,
2003.333333,Interstate,55662.33333,,
2006.666667,Interstate,44882,,
2006.333333,Interstate,38451,,
2002.333333,Interstate,29962,,
2008.333333,Interstate,71741.66667,,
1999.666667,Interstate,29936,,
2009.333333,Interstate,40471,,
2007.666667,Interstate,21495.33333,,
2010.333333,Interstate,61544.66667,,
2004.666667,Interstate,47844.66667,,
2019,Interstate,65474.33333,,
2011.333333,Interstate,77771.33333,,
2008,Interstate,55159.66667,,
2005,Interstate,44795.66667,,
2011,Interstate,34196.66667,,
2018.666667,Interstate,73249,,
2000.666667,Interstate,299982.3333,,
2007.666667,Interstate,104329.3333,,
1997.666667,Interstate,44297,,
2001.666667,Interstate,31084.66667,,
2016,Interstate,61028.33333,,
2013,Interstate,83108,,
2015.666667,Interstate,63488.33333,,
2006,Interstate,290610.3333,,
2011.666667,Interstate,71296.33333,,
2006,Interstate,45921,,
2012,Interstate,30824.33333,,
2001.666667,Interstate,42363.66667,,
2008.666667,Interstate,79054.66667,,
2001.666667,Interstate,28715.33333,,
2004.666667,Interstate,54900.33333,,
2004.333333,Interstate,28983.66667,,
2014,Interstate,43046,,
2007.666667,Interstate,68730,,
2011,Interstate,67794,,
2001.666667,Interstate,59159,,
2004.666667,Interstate,91759.33333,,
1996.333333,One-sided violence,527171,,
1999.333333,Interstate,40190,,
2003.666667,Interstate,71445,,
2004.333333,Interstate,277800.3333,,
2004.333333,Interstate,294918.6667,,
2006,Interstate,42851.33333,,
2005.333333,Interstate,48302.66667,,
2004.666667,Interstate,45467,,
1995.333333,Interstate,293264.3333,,
2011,Interstate,55924.66667,,
2009,Interstate,40639.66667,,
2011,Interstate,40991.66667,,
1995.666667,Interstate,47745.33333,,
2000.333333,Interstate,60061.33333,,
2002,Interstate,28174,,
2000,Interstate,67000,,
2008,Interstate,72178,,
2013,Interstate,52303.66667,,
1996,Interstate,42958.66667,,
2008.333333,Interstate,38270,,
2003.666667,Interstate,57955.66667,,
2009.666667,Interstate,75580,,
2005,Interstate,20958,,
2004.666667,Interstate,25423.66667,,
2012.333333,Interstate,43855.66667,,
2003.666667,Interstate,43473.33333,,
2010.333333,Interstate,61861,,
2003.666667,Interstate,53705,,
2011.333333,Interstate,75664.66667,,
2000.333333,Interstate,66723,,
2010,Interstate,72395.66667,,
1997,Interstate,39154.66667,,
2000,Intrastate,65589.66667,,
2002.666667,Interstate,37415.66667,,
2002,Interstate,27229,,
2007.666667,Interstate,47825.66667,,
2000.666667,Interstate,109076,,
2004.333333,Interstate,51953.33333,,
1997,Interstate,290304,,
2011.333333,Interstate,37348.66667,,
2006,Interstate,56502,,
2001.333333,Interstate,54229,,
2002,Interstate,26562.66667,,
2001,Interstate,28101.33333,,
2012.666667,Interstate,35297,,
2008.666667,Interstate,35602,,
2003,Interstate,16439.66667,,
2016,Interstate,86891,,
2010.333333,Interstate,37273.66667,,
2004.666667,Interstate,342459,,
1996.666667,Interstate,41167.66667,,
1996.666667,Interstate,52859,,
2004.666667,Interstate,49937,,
2002,Interstate,53111.66667,,
2003.666667,Interstate,86240,,
1995,Interstate,284966,,
2010.666667,Interstate,107119.6667,,
2004.333333,Interstate,27920,,
2005.666667,Interstate,283831.6667,,
2006.666667,Interstate,67493.33333,,
2008.333333,Interstate,43737.66667,,
1996.666667,Interstate,45392,,
2003,Interstate,48994,,
2008.666667,Interstate,34294.33333,,
2005,Interstate,291446.3333,,
1999,Interstate,35074.33333,,
2004.333333,Interstate,339440.6667,,
2010.666667,Interstate,33821.33333,,
2007.666667,Interstate,74821,,
2009.666667,Interstate,112011,,
1997.333333,Interstate,74848,,
2000,Interstate,31325.33333,,
2007,Interstate,86803.66667,,
2006,Interstate,20122,,
2014,Interstate,67063.33333,,
1999,Interstate,317449.3333,,
2007.666667,Interstate,33483.66667,,
1997.666667,Interstate,48172.66667,,
2009,Interstate,47315.33333,,
2004.666667,Interstate,55367.33333,,
1997,Interstate,55724.66667,,
2003,Interstate,44967.66667,,
2008,Interstate,35009,,
2007,Interstate,57449,,
2017.666667,Interstate,94188.66667,,
2005.333333,Interstate,71856,,
2009.666667,Interstate,77910,,
2001,Interstate,63208.33333,,
2012.333333,Interstate,67995.66667,,
2014.333333,Interstate,60590.66667,,
2008,Interstate,43766,,
2000.666667,Interstate,32903,,
2004.333333,Interstate,99892.66667,,
2004,Interstate,90319.33333,,
2002.333333,Interstate,22667,,
2015,Interstate,103387.3333,,
1999.333333,Interstate,279039,,
2015.666667,Interstate,54743.33333,,
2010.333333,Interstate,55514,,
2003.666667,Interstate,27364.33333,,
2007,Interstate,21469,,
2008.333333,Interstate,21925.66667,,
2013.666667,Interstate,100633.6667,,
2012,Interstate,93502.33333,,
1998.666667,Interstate,42663.66667,,
2010.333333,Interstate,68344.66667,,
2004.333333,Interstate,32780,,
2001,Interstate,39789.66667,,
2001.333333,Interstate,271305.6667,,
2000.333333,Interstate,35612,,
2011.666667,Interstate,56826.33333,,
1994.333333,Interstate,49519.66667,,
1999,Interstate,58193.33333,,
2007,Interstate,21592.66667,,
2013.333333,Interstate,141859.6667,,
1991,Interstate,60339.66667,,
2007.333333,Interstate,86737,,
2002,Interstate,22707.66667,,
2001.666667,Interstate,29507,,
2012.666667,Interstate,81445.33333,,
2004.666667,Interstate,38436.33333,,
2005.666667,Interstate,43349,,
1999.666667,Interstate,31337.66667,,
2012.666667,Interstate,92770.33333,,
2004.666667,Interstate,45467,,
2001.333333,Intrastate,48201.33333,,
2012.333333,Interstate,55754.33333,,
2007.333333,Interstate,52176.33333,,
2008.333333,Interstate,83438,,
2002,Interstate,22081,,
2012,Interstate,112444,,
2006.666667,Interstate,46712,,
2008.666667,Interstate,44757.33333,,
2011.666667,Interstate,79880,,
2001,Interstate,26393.66667,,
2011.333333,Interstate,37745.33333,,
2011.666667,Interstate,70189.33333,,
2006.333333,Interstate,85555,,
2001,Interstate,61928.33333,,
2006.333333,Interstate,283858,,
1996.666667,Interstate,49828,,
2004.333333,Interstate,76575.66667,,
2005.666667,Interstate,20152.33333,,
2002.333333,Interstate,46503.66667,,
2000.333333,Interstate,56009.33333,,
1998,Interstate,36390.33333,,
2003.666667,Interstate,48745.33333,,
2002.333333,Interstate,98296,,
2007,Interstate,46986,,
2002,Interstate,26562.66667,,
2005.333333,Interstate,44151.33333,,
2003.333333,Interstate,41349.33333,,
2008.333333,Interstate,33382,,
2005.333333,Interstate,23088.33333,,
1994.333333,Interstate,39408.33333,,
2012.666667,Interstate,72913.66667,,
2002.333333,Interstate,18814.66667,,
2001.333333,Interstate,67287.66667,,
2009.666667,Interstate,114326,,
2003.333333,Interstate,62970,,
2015.333333,Interstate,55401.33333,,
2002.333333,Interstate,20211.33333,,
2010.666667,Interstate,91614.33333,,
2000,Interstate,40166,,
2017,Interstate,83105,,
2000.666667,Interstate,60324.66667,,
2002,Interstate,27229,,
2008.333333,Interstate,51255.33333,,
2000.333333,Interstate,273849.3333,,
2003,Interstate,296856.3333,,
2010,Interstate,65430,,
2010.333333,Interstate,33493.33333,,
2009.333333,Interstate,307771,,
2009.333333,Interstate,46187.66667,,
2005.666667,Interstate,19523,,
1996,Interstate,56169,,
2009.333333,Interstate,47709.66667,,
2004.666667,Interstate,95039,,
2014.333333,Interstate,107659.6667,,
2009.333333,Interstate,65182.66667,,
2005.666667,Interstate,54899,,
2016,Interstate,139618,,
2011.666667,Interstate,62287.33333,,
1998.666667,Interstate,37382.66667,,
2019,Interstate,42791.33333,,
2002.666667,Interstate,55829.33333,,
2012,Interstate,60328.33333,,
2004,Interstate,29648,,
2007.333333,Interstate,48089.66667,,
2007,Interstate,66647.66667,,
2009.666667,Interstate,48098,,
2010.333333,Interstate,96055.33333,,
2000.666667,Interstate,299982.3333,,
2004.333333,Interstate,97547,,
2011.333333,Interstate,40298.33333,,
2010.333333,Interstate,76036.66667,,
2005,Interstate,50721.33333,,
2013,Interstate,72131.66667,,
2017,Interstate,66115.66667,,
1997.333333,Interstate,289659.6667,,
2009.666667,Interstate,64337,,
1998.666667,Interstate,37273,,
1995.666667,Interstate,35325.66667,,
2002.333333,Interstate,52308.33333,,
2004,Interstate,42989.33333,,
1999,Interstate,62283.33333,,
2004.666667,Interstate,43021.66667,,
2006.666667,Interstate,95058,,
2007.666667,Interstate,54575.33333,,
2003,Interstate,100670,,
2008.666667,Interstate,121309.6667,,
2005.333333,Interstate,20323.66667,,
1999.333333,Interstate,279039,,
2018.333333,Interstate,114776.3333,,
2006,Interstate,47735,,
2005.333333,Interstate,46280,,
1996,Intrastate,36931,,
1998,Interstate,276157.3333,,
2008.666667,Interstate,38088.33333,,
2007.666667,Interstate,81883.33333,,
2002.666667,Interstate,30528,,
2006,Interstate,49587,,
1997.666667,Interstate,284084.6667,,
2017.333333,Interstate,70360.66667,,
2009.666667,Interstate,42423.33333,,
2008.666667,Interstate,40139.66667,,
2012,Interstate,294506,,
2011.333333,Interstate,62703.33333,,
2006.333333,Interstate,41730,,
2009.666667,Interstate,92820.33333,,
2007.666667,Interstate,37451,,
1999.333333,Interstate,283642,,
2010,Interstate,44584.66667,,
2004,Interstate,93860.66667,,
1999.666667,Interstate,321031,,
1999,Interstate,37420,,
2006.333333,Interstate,96288,,
2011.333333,Interstate,55691,,
2002,Intrastate,54134.33333,,
2010.333333,Interstate,102545.6667,,
1999,Interstate,27582,,
2013.333333,Interstate,32143.33333,,
2016,Interstate,132241.6667,,
2002.666667,Interstate,66457,,
2005.666667,Interstate,52986,,
2007.666667,Interstate,46758,,
2005,Interstate,20958,,
2007.666667,Interstate,47252.66667,,
1995.333333,Interstate,59380,,
2001.333333,Interstate,49676.66667,,
2006.333333,Interstate,56953.33333,,
2000.333333,Interstate,56009.33333,,
2006.333333,Interstate,17625.66667,,
2003.333333,Interstate,49175,,
2005.333333,Interstate,38487.66667,,
2011.333333,Interstate,46530.66667,,
2016.333333,Interstate,97540,,
2004.666667,Interstate,29549.66667,,
2019.666667,Interstate,109777,,
2008.333333,Interstate,43737.66667,,
1995,Interstate,55358.33333,,
2001.666667,Interstate,304069.3333,,
2012,Interstate,64977.33333,,
2009.333333,Interstate,40444.66667,,
2006.333333,Interstate,33526,,
2010,Interstate,314081,,
2008.666667,Interstate,54409,,
2010.333333,Interstate,61921.66667,,
2013.333333,Interstate,79127,,
2015.333333,Interstate,133199,,
2016.333333,Interstate,92636.66667,,
2005,Interstate,47302.33333,,
2010.666667,Interstate,80586,,
2003.666667,Interstate,60791.33333,,
1999.333333,Interstate,34224.66667,,
2007,Interstate,27267,,
2000.666667,Interstate,286192,,
2004,Interstate,59727,,
2010.333333,Interstate,64766.66667,,
2010.333333,Interstate,26278,,
2014.333333,Interstate,54776,,
2011.666667,Interstate,29791,,
1994.333333,Interstate,40717.66667,,
2014.333333,Interstate,106710.3333,,
1995.666667,Interstate,34660.33333,,
2011,Interstate,65262.33333,,
2000.666667,Interstate,49368.66667,,
2006,Interstate,43202,,
1999.333333,Interstate,40232.33333,,
2005.666667,Interstate,19782.33333,,
1998,Interstate,79242,,
2005.666667,Interstate,99499,,
1996,Intrastate,42119,,
2005.666667,Interstate,33552.66667,,
1997.333333,Interstate,50903.33333,,
2010,Interstate,117373,,
2005.333333,Interstate,57287.66667,,
2015.333333,Interstate,98671.33333,,
2007.333333,Interstate,59291.33333,,
2010.333333,Interstate,26278,,
2002.666667,Interstate,29878.66667,,
2013.666667,Interstate,97411.33333,,
2012,Interstate,73665,,
2013,Interstate,54946.33333,,
2016,Interstate,90054,,
2004.333333,Interstate,97547,,
2011.333333,Interstate,30171,,
1998.666667,Interstate,45107.66667,,
2008.666667,Interstate,85001.33333,,
2010.333333,Interstate,62472,,
2014,Interstate,102580.3333,,
2012.666667,Interstate,60028,,
2009.333333,Interstate,84461.33333,,
1997.333333,Interstate,35388.33333,,
2004.333333,Interstate,47563.33333,,
2008.666667,Interstate,58324.66667,,
2002.666667,Interstate,25819,,
2008,Interstate,71748.33333,,
2004,Interstate,67540.66667,,
2007.666667,Interstate,46384.33333,,
2013,Interstate,80189,,
2001,Interstate,282965.6667,,
2000,Interstate,42926,,
2006.333333,Interstate,48754,,
2004.333333,Interstate,67215.33333,,
2008.333333,Interstate,41382.33333,,
2001,Interstate,32349.66667,,
2005,Interstate,34114.33333,,
2007,Interstate,58941.33333,,
